gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ACHN_DNMT3AmutP904L_1	ACHN_DNMT3AmutP904L_2	ACHN_DNMT3AmutP904L_3	ACHN_DNMT3Awt_1	ACHN_DNMT3Awt_2	ACHN_DNMT3Awt_3	symbol	description	term	threshold
ENSG00000132356	2518.672	0.249	0.076	3.288	0.00100759065205531	0.0207001538576087	2460.3	2836.2	2912.2	2306.01	2092.13	2505.2	PRKAA1	protein	kinase	TRUE
ENSG00000179195	10107.941	0.178	0.054	3.289	0.00100700845780575	0.0207001538576087	10349.11	10361.55	11478.68	9290.54	9242.01	9925.76	ZNF664	zinc	finger	TRUE
ENSG00000102265	1102.306	-0.249	0.076	-3.287	0.00101164360192069	0.0207249766379922	1038.13	1030.93	954.49	1120.84	1280.38	1189.07	TIMP1	TIMP	metallopeptidase	TRUE
ENSG00000105568	5621.908	-0.152	0.046	-3.285	0.00102096615008149	0.0208805716684178	5238.56	5438.51	5305.77	5909.48	5994	5845.12	PPP2R1A	protein	phosphatase	TRUE
ENSG00000115935	1233.783	0.23	0.07	3.284	0.00102384176997172	0.0209040126244057	1281.77	1290.94	1422.54	1141.56	1131.59	1134.31	WIPF1	WAS/WASL	interacting	TRUE
ENSG00000138639	807.459	0.297	0.09	3.283	0.00102613494282915	0.0209155026205329	879.56	852.68	937.94	692.35	660.94	821.29	ARHGAP24	Rho	GTPase	TRUE
ENSG00000137145	1666.937	0.212	0.065	3.279	0.00104073294046906	0.0211773384704537	1731.87	1780.29	1855.64	1607.12	1459.53	1567.17	DENND4C	DENN	domain	TRUE
ENSG00000184009	85525.947	-0.153	0.047	-3.277	0.00104876596385186	0.021304931437105	84001.15	81501.58	77511.18	90191.58	93123.57	86826.62	ACTG1	actin	gamma	TRUE
ENSG00000052841	1679.182	0.212	0.065	3.275	0.00105620772923781	0.0213128260822996	1887.14	1750.77	1767.36	1555.87	1486.86	1627.09	TTC17	tetratricopeptide	repeat	TRUE
ENSG00000101150	4731.258	-0.161	0.049	-3.276	0.00105464912484964	0.0213128260822996	4473.8	4464.35	4465.31	5175.7	4830.02	4978.38	TPD52L2	TPD52	like	TRUE
ENSG00000165757	559.364	0.327	0.1	3.276	0.00105454147108468	0.0213128260822996	545.08	650.58	673.11	484.1	489.88	513.44	JCAD	junctional	cadherin	TRUE
ENSG00000186854	665.342	0.27	0.083	3.276	0.00105398498020766	0.0213128260822996	711.08	739.14	732.88	595.31	610.33	603.31	TRABD2A	TraB	domain	TRUE
ENSG00000166225	1717.326	0.263	0.08	3.273	0.00106231020367856	0.0213291419133933	1631.11	1957.41	2034.95	1497	1521.27	1662.21	FRS2	fibroblast	growth	TRUE
ENSG00000175215	4786.694	0.169	0.052	3.274	0.00105916041766527	0.0213291419133933	4806.63	5253.44	5143.01	4440.84	4515.24	4561.01	CTDSP2	CTD	small	TRUE
ENSG00000183023	776.926	0.361	0.11	3.274	0.00106087322476324	0.0213291419133933	789.54	859.49	972.88	548.43	725.72	765.51	SLC8A1	solute	carrier	TRUE
ENSG00000145390	1007.206	0.248	0.076	3.272	0.00106722927586567	0.0213923719027999	1025.74	1093.38	1162.3	951.84	898.8	911.17	USP53	ubiquitin	specific	TRUE
ENSG00000014641	8636.628	-0.148	0.045	-3.27	0.00107368081916209	0.0214860597039936	8276.15	8104.4	8202.34	9025.59	8835.13	9376.16	MDH1	malate	dehydrogenase	TRUE
ENSG00000072840	3296.57	0.194	0.059	3.268	0.00108149278947255	0.0215651886953649	3300.22	3641.19	3613.81	3219.69	2935.26	3069.26	EVC	EvC	ciliary	TRUE
ENSG00000122952	2974.667	-0.169	0.052	-3.269	0.00108077785236866	0.0215651886953649	2774.96	2828.25	2800.01	3120.47	3107.32	3216.99	ZWINT	ZW10	interacting	TRUE
ENSG00000135333	1373.896	0.276	0.084	3.268	0.00108298746902345	0.0215651886953649	1399.87	1449.89	1665.3	1154.64	1185.24	1388.45	EPHA7	EPH	receptor	TRUE
ENSG00000206053	8917.039	-0.15	0.046	-3.265	0.001096489431984	0.0217981377703793	8304.23	8610.78	8450.62	9620.9	9051.73	9463.97	JPT2	Jupiter	microtubule	TRUE
ENSG00000101974	1332.379	0.244	0.075	3.263	0.00110380318039474	0.021886627714142	1323.06	1506.66	1506.21	1224.42	1149.81	1284.11	ATP11C	ATPase	phospholipid	TRUE
ENSG00000144452	659.882	0.301	0.092	3.262	0.00110534951194143	0.021886627714142	669.79	703.94	811.96	597.49	576.93	599.18	ABCA12	ATP	binding	TRUE
ENSG00000173442	2221.661	-0.205	0.063	-3.262	0.00110637292407882	0.021886627714142	2130.77	2055.05	2005.53	2519.71	2397.8	2221.11	EHBP1L1	EH	domain	TRUE
ENSG00000096433	7958.419	0.15	0.046	3.261	0.00111176021318959	0.0219214448561542	8075.46	8575.59	8464.41	7572.21	7617.5	7445.35	ITPR3	inositol	1,4,5-trisphosphate	TRUE
ENSG00000119203	2961.904	-0.178	0.055	-3.261	0.00111021588147002	0.0219214448561542	2872.41	2670.43	2793.58	3060.5	3178.18	3196.33	CPSF3	cleavage	and	TRUE
ENSG00000168028	26518.424	-0.136	0.042	-3.256	0.001128836868911	0.02222190754809	25911.18	24922.91	24963.8	27532.52	28426.45	27353.69	RPSA	ribosomal	protein	TRUE
ENSG00000089916	1720.558	0.216	0.067	3.253	0.0011401395312928	0.0224079130320911	1782.25	1807.54	1957.71	1613.66	1502.04	1660.15	GPATCH2L	G-patch	domain	TRUE
ENSG00000135919	1428.54	-0.207	0.064	-3.252	0.00114437412430152	0.0224546266890137	1293.33	1371.55	1315.87	1525.34	1548.6	1516.55	SERPINE2	serpin	family	TRUE
ENSG00000122042	1040.265	0.237	0.073	3.252	0.00114728622790719	0.0224752814209307	1093.47	1112.68	1170.58	970.38	907.91	986.58	UBL3	ubiquitin	like	TRUE
ENSG00000151422	1276.196	0.247	0.076	3.249	0.00115716472029527	0.0225955573088996	1261.12	1424.91	1471.27	1178.63	1103.25	1217.99	FER	FER	tyrosine	TRUE
ENSG00000172123	1005.7	0.266	0.082	3.25	0.00115590798086706	0.0225955573088996	978.67	1152.42	1165.06	909.32	890.7	938.03	SLFN12	schlafen	family	TRUE
ENSG00000095380	809.766	-0.263	0.081	-3.248	0.00116225660598542	0.0226349017626849	769.72	749.36	689.66	875.52	923.09	851.25	NANS	N-acetylneuraminate	synthase	TRUE
ENSG00000104517	3482.061	0.182	0.056	3.248	0.00116314141219157	0.0226349017626849	3545.51	3795.6	3762.78	3387.6	3101.25	3299.63	UBR5	ubiquitin	protein	TRUE
ENSG00000104529	7931.711	-0.183	0.056	-3.247	0.00116754458367651	0.0226349017626849	7854.13	7479.94	6949.92	8473.89	8822.98	8009.41	EEF1D	eukaryotic	translation	TRUE
ENSG00000164631	1523.357	0.251	0.077	3.247	0.00116714105236652	0.0226349017626849	1536.96	1575.92	1852.88	1385.78	1334.02	1454.57	ZNF12	zinc	finger	TRUE
ENSG00000186468	12180.938	-0.169	0.052	-3.246	0.00116854295523416	0.0226349017626849	11947.19	11216.5	11240.51	12709.75	13687.41	12284.26	RPS23	ribosomal	protein	TRUE
ENSG00000061676	9909.371	0.214	0.066	3.246	0.00117237153389433	0.0226633579500019	9554.61	10975.8	11398.68	9260.01	8532.49	9734.64	NCKAP1	NCK	associated	TRUE
ENSG00000066933	1143.348	0.246	0.076	3.245	0.00117563708402839	0.0226633579500019	1147.15	1242.11	1333.34	1046.7	1007.1	1083.69	MYO9A	myosin	IXA	TRUE
ENSG00000121361	2397.934	0.2	0.062	3.245	0.00117552553350448	0.0226633579500019	2518.94	2417.24	2753.12	2266.76	2215.61	2215.94	KCNJ8	potassium	voltage-gated	TRUE
ENSG00000130706	2145.082	-0.21	0.065	-3.243	0.00118329620150855	0.022774683419799	2087.83	2044.83	1835.41	2375.79	2313.79	2212.84	ADRM1	adhesion	regulating	TRUE
ENSG00000167202	2368.022	0.196	0.06	3.241	0.00119311065813499	0.0229270723765939	2432.22	2653.4	2502.08	2251.49	2096.18	2272.76	TBC1D2B	TBC1	domain	TRUE
ENSG00000163558	4183.837	0.21	0.065	3.239	0.00119964603440612	0.023016066060106	4172.35	4470.02	4823.01	3850.98	3630.61	4156.05	PRKCI	protein	kinase	TRUE
ENSG00000198728	2052.906	0.199	0.061	3.238	0.00120393833426839	0.0230618108499239	2206.75	2159.51	2215.18	1905.86	2024.32	1805.81	LDB1	LIM	domain	TRUE
ENSG00000105618	1910.335	-0.193	0.06	-3.236	0.00121073383020484	0.0231552845026676	1806.2	1780.29	1761.85	2015.98	2124.52	1973.17	PRPF31	pre-mRNA	processing	TRUE
ENSG00000146281	1367.433	0.261	0.081	3.235	0.00121570321805354	0.0232135936755343	1406.47	1416.96	1647.82	1307.28	1130.58	1295.47	PM20D2	peptidase	M20	TRUE
ENSG00000101745	1190.824	0.258	0.08	3.232	0.00122945171035762	0.023401115042114	1157.06	1337.49	1398.63	1035.8	1098.19	1117.78	ANKRD12	ankyrin	repeat	TRUE
ENSG00000135253	4551.233	0.196	0.061	3.232	0.00123133194066224	0.023401115042114	5162.58	4777.71	4640.02	4233.68	4524.35	3969.06	KCP	kielin	cysteine	TRUE
ENSG00000164506	525.342	0.331	0.102	3.232	0.00123062162269803	0.023401115042114	533.52	619.92	603.22	516.81	427.13	451.45	STXBP5	syntaxin	binding	TRUE
ENSG00000101444	5568.052	-0.176	0.054	-3.23	0.0012373624703941	0.0234761700795645	5100.64	5437.37	5152.21	6285.64	5726.79	5705.66	AHCY	adenosylhomocysteinase	adenosylhomocysteinase	TRUE
ENSG00000204120	2737.257	0.176	0.055	3.23	0.00123916575748839	0.0234761700795645	2831.94	2898.65	2982.08	2577.49	2498.01	2635.37	GIGYF2	GRB10	interacting	TRUE
ENSG00000114423	930.438	0.258	0.08	3.227	0.00125205143900087	0.0236831701771573	1057.95	943.51	1037.25	797.02	900.82	846.09	CBLB	Cbl	proto-oncogene	TRUE
ENSG00000100628	433.43	-0.323	0.1	-3.225	0.00125827245538106	0.0237636549502982	386.51	400.79	368.74	456.84	495.96	491.74	ASB2	ankyrin	repeat	TRUE
ENSG00000126790	870.198	0.247	0.077	3.224	0.00126287974518716	0.0237816898128466	912.6	926.48	994.95	787.2	812.76	787.2	L3HYPDH	trans-L-3-hydroxyproline	dehydratase	TRUE
ENSG00000165072	1464.605	0.278	0.086	3.224	0.00126316247702883	0.0237816898128466	1451.9	1587.27	1776.56	1326.91	1184.22	1460.76	MAMDC2	MAM	domain	TRUE
ENSG00000132466	3422.124	0.197	0.061	3.222	0.00127152698563409	0.0239019388419272	3373.72	3774.03	3822.55	3161.9	3067.85	3332.69	ANKRD17	ankyrin	repeat	TRUE
ENSG00000145348	782.206	0.263	0.082	3.22	0.0012820580736045	0.0240624781609591	863.05	795.91	899.31	689.08	719.64	726.25	TBCK	TBC1	domain	TRUE
ENSG00000115594	565.879	0.337	0.105	3.217	0.00129532920263418	0.0242612652096281	554.17	646.04	696.1	453.57	503.04	542.36	IL1R1	interleukin	1	TRUE
ENSG00000170832	1745.996	0.228	0.071	3.217	0.00129666396338378	0.0242612652096281	1693.88	1984.66	1974.26	1639.83	1577.95	1605.39	USP32	ubiquitin	specific	TRUE
ENSG00000101000	1183.722	-0.217	0.068	-3.215	0.00130506992438768	0.0243431792840646	1067.04	1133.12	1085.98	1264.76	1262.16	1289.27	PROCR	protein	C	TRUE
ENSG00000102699	4505.405	0.199	0.062	3.215	0.00130379016445837	0.0243431792840646	4450.67	4755.01	5240.48	4200.97	4056.73	4328.57	PARP4	poly(ADP-ribose)	polymerase	TRUE
ENSG00000112531	4812.988	0.201	0.063	3.213	0.0013127031849029	0.024447832659355	4691.83	5351.08	5403.24	4533.51	4229.81	4668.45	QKI	QKI,	KH	TRUE
ENSG00000172466	2371.782	0.224	0.07	3.212	0.00131625009406311	0.024457173841894	2362.84	2550.08	2754.96	2264.58	2018.24	2279.99	ZNF24	zinc	finger	TRUE
ENSG00000243587	217.898	0.5	0.156	3.212	0.00131725160677364	0.024457173841894	238.68	235.03	291.5	220.24	168.02	153.93	NA	NA	NA	TRUE
ENSG00000005022	5189.138	-0.158	0.049	-3.212	0.00132028229557898	0.0244758467893607	4954.46	4978.68	4782.55	5267.29	5607.35	5544.5	SLC25A5	solute	carrier	TRUE
ENSG00000172869	1092.74	0.271	0.085	3.209	0.00133227621874953	0.0246527850350423	1071.99	1191.02	1323.22	997.63	929.16	1043.4	DMXL1	Dmx	like	TRUE
ENSG00000179331	101.605	0.644	0.201	3.209	0.00133390596615518	0.0246527850350423	111.49	137.38	123.22	83.95	66.8	86.78	RAB39A	RAB39A,	member	TRUE
ENSG00000159423	377.563	-0.349	0.109	-3.207	0.0013417517046484	0.0247599280215042	348.52	341.75	306.21	397.96	447.37	423.56	ALDH4A1	aldehyde	dehydrogenase	TRUE
ENSG00000155545	688.257	0.294	0.092	3.206	0.00134432120656092	0.0247695280849114	693.74	758.44	822.99	620.39	575.92	658.07	MIER3	MIER	family	TRUE
ENSG00000117114	2991.897	0.237	0.074	3.205	0.00135103431028312	0.0248285741255182	2915.36	3333.5	3463.01	2672.35	2552.66	3014.5	ADGRL2	adhesion	G	TRUE
ENSG00000197444	2319.851	0.179	0.056	3.205	0.00135163413374626	0.0248285741255182	2412.4	2428.6	2550.82	2149	2193.35	2184.95	OGDHL	oxoglutarate	dehydrogenase	TRUE
ENSG00000100804	2601.916	-0.173	0.054	-3.203	0.00136184388595944	0.0249725319252505	2499.94	2447.9	2389.9	2799.92	2769.26	2704.58	PSMB5	proteasome	subunit	TRUE
ENSG00000110841	4857.329	0.187	0.058	3.202	0.00136360313317327	0.0249725319252505	4818.19	5260.25	5437.27	4608.74	4310.78	4708.74	PPFIBP1	PPFIA	binding	TRUE
ENSG00000197956	26425.666	-0.181	0.057	-3.202	0.00136658952975014	0.0249893610379576	26563.63	24480.11	23251.61	28774.39	29146.09	26338.18	S100A6	S100	calcium	TRUE
ENSG00000008294	6115.975	0.188	0.059	3.2	0.001374138940259	0.0250894522219193	5983.51	6624.99	6932.45	5859.33	5501.08	5794.5	SPAG9	sperm	associated	TRUE
ENSG00000099901	3466.421	-0.183	0.057	-3.197	0.00138638636461028	0.0252748898778951	3341.51	3343.72	3056.57	3826.99	3685.27	3544.47	RANBP1	RAN	binding	TRUE
ENSG00000126016	1641.135	0.209	0.065	3.196	0.00139319871785634	0.0253608326848336	1666.63	1758.72	1854.72	1517.71	1478.76	1570.27	AMOT	angiomotin	protein	TRUE
ENSG00000158691	323.663	0.364	0.114	3.195	0.00139865345402907	0.0254218410509014	350.17	362.19	380.69	266.04	288.46	294.43	ZSCAN12	zinc	finger	TRUE
ENSG00000018189	1163.458	0.217	0.068	3.194	0.00140558165232796	0.0255094075550871	1215.7	1267.09	1269.89	1090.31	1084.02	1053.73	RUFY3	RUN	and	TRUE
ENSG00000172175	3540.34	0.194	0.061	3.193	0.00140910929378577	0.0255350885067296	3636.35	3635.51	4062.55	3383.23	3123.52	3400.87	MALT1	MALT1	paracaspase	TRUE
ENSG00000164938	1211.559	0.231	0.072	3.191	0.00141543356181068	0.02557301264814	1296.63	1226.22	1400.47	1085.95	1113.37	1146.71	TP53INP1	tumor	protein	TRUE
ENSG00000178567	644.909	0.266	0.083	3.192	0.00141516308880867	0.02557301264814	698.7	706.21	708.05	575.68	599.2	581.62	EPM2AIP1	EPM2A	interacting	TRUE
ENSG00000179750	1416.608	-0.24	0.075	-3.19	0.00142326991546454	0.0256762141316715	1250.38	1439.67	1211.04	1529.71	1469.65	1599.2	APOBEC3B	apolipoprotein	B	TRUE
ENSG00000269728	680.47	-0.273	0.085	-3.189	0.00142675392595012	0.0257007074559748	633.45	569.96	643.68	758.86	720.66	756.21	NA	NA	NA	TRUE
ENSG00000041357	3824.377	-0.167	0.052	-3.185	0.00144563655096141	0.0258865318392156	3688.38	3585.56	3533.81	4136.64	3864.42	4137.45	PSMA4	proteasome	subunit	TRUE
ENSG00000048052	998.61	0.308	0.097	3.185	0.00144560745029469	0.0258865318392156	973.71	1171.72	1170.58	912.59	769.24	993.82	HDAC9	histone	deacetylase	TRUE
ENSG00000063177	8312.778	-0.207	0.065	-3.186	0.00144234608441067	0.0258865318392156	8209.25	7417.49	7526.47	8474.98	9885.74	8362.72	RPL18	ribosomal	protein	TRUE
ENSG00000143631	415.474	0.351	0.11	3.186	0.00144036620210758	0.0258865318392156	464.14	466.64	467.13	310.74	395.75	388.44	FLG	filaggrin	structural	TRUE
ENSG00000177728	297.381	0.418	0.131	3.184	0.00145209939188135	0.0259637948959613	315.49	367.87	338.39	209.34	275.31	277.9	TMEM94	transmembrane	protein	TRUE
ENSG00000116183	692.767	0.296	0.093	3.183	0.00145960516146628	0.0259780273814022	773.85	689.18	826.67	578.95	614.38	673.56	PAPPA2	pappalysin	2	TRUE
ENSG00000120594	1499.601	0.222	0.07	3.183	0.00145807376517781	0.0259780273814022	1512.19	1623.61	1710.35	1310.55	1401.84	1439.07	PLXDC2	plexin	domain	TRUE
ENSG00000143256	1932.381	-0.198	0.062	-3.183	0.00145925623749119	0.0259780273814022	1796.29	1839.33	1766.45	2057.42	2178.16	1956.64	PFDN2	prefoldin	subunit	TRUE
ENSG00000273038	76.754	-0.741	0.233	-3.182	0.00146149239839112	0.0259780273814022	71.85	44.28	55.17	94.86	93.12	101.24	AL365203.2	NA	NA	TRUE
ENSG00000038382	7772.09	0.151	0.047	3.181	0.00146537406148695	0.0260057488111591	7947.45	8439.34	8147.17	7494.8	7135.71	7468.08	TRIO	trio	Rho	TRUE
ENSG00000240694	2405.709	0.213	0.067	3.181	0.00146735506653516	0.0260057488111591	2416.53	2553.49	2778.86	2264.58	2086.06	2334.74	PNMA2	PNMA	family	TRUE
ENSG00000237298	457.114	0.386	0.121	3.18	0.00147104540654051	0.0260329807157468	416.24	584.72	554.49	405.6	369.44	412.2	TTN-AS1	TTN	antisense	TRUE
ENSG00000131153	845.368	-0.243	0.076	-3.18	0.00147372792622164	0.0260422344187155	763.94	809.53	751.27	902.78	918.03	926.67	GINS2	GINS	complex	TRUE
ENSG00000157625	1711.763	0.232	0.073	3.179	0.00147587743665261	0.0260422344187155	1731.05	1808.67	2007.37	1523.16	1506.09	1694.24	TAB3	TGF-beta	activated	TRUE
ENSG00000174939	1223.855	-0.234	0.074	-3.177	0.00148855227349862	0.0262275966906383	1157.06	1150.15	1067.59	1311.64	1418.03	1238.65	ASPHD1	aspartate	beta-hydroxylase	TRUE
ENSG00000133858	1978.022	0.185	0.058	3.174	0.00150283684705861	0.0264407408593849	2030.01	2128.85	2156.33	1849.17	1840.1	1863.66	ZFC3H1	zinc	finger	TRUE
ENSG00000147852	3526.371	0.187	0.059	3.173	0.00150947044694007	0.0265188507153555	3581.02	3826.26	3858.41	3075.77	3372.51	3444.26	VLDLR	very	low	TRUE
ENSG00000160752	5956.244	-0.155	0.049	-3.172	0.00151219572781465	0.0265281709174103	5552.4	5884.72	5474.97	6162.44	6271.33	6391.62	FDPS	farnesyl	diphosphate	TRUE
ENSG00000125686	2852.507	0.223	0.07	3.17	0.00152230968475864	0.0266008547005116	2736.14	3174.55	3307.6	2639.64	2509.14	2747.97	MED1	mediator	complex	TRUE
ENSG00000126432	8777.456	-0.161	0.051	-3.17	0.00152294129666203	0.0266008547005116	8426.46	8540.39	7901.65	9237.11	9649.91	8909.21	PRDX5	peroxiredoxin	5	TRUE
ENSG00000170445	1974.403	-0.184	0.058	-3.17	0.00152233779472343	0.0266008547005116	1898.7	1845.01	1802.31	2133.74	2086.06	2080.61	HARS	histidyl-tRNA	synthetase	TRUE
ENSG00000067225	80565.827	-0.135	0.043	-3.168	0.00153651225102049	0.0266836545662136	75102.28	79993.78	75274.84	82984.63	84849.19	85190.24	PKM	pyruvate	kinase	TRUE
ENSG00000150753	12669.877	-0.152	0.048	-3.168	0.00153282055986214	0.0266836545662136	11868.73	12309.88	11833.62	13758.63	12643.87	13604.53	CCT5	chaperonin	containing	TRUE
ENSG00000173486	523.318	-0.307	0.097	-3.168	0.00153546709568557	0.0266836545662136	502.96	480.27	420.23	580.05	580.98	575.42	FKBP2	FKBP	prolyl	TRUE
ENSG00000215781	3166.946	0.188	0.059	3.168	0.00153474020780822	0.0266836545662136	3211.85	3453.85	3454.73	3000.53	2777.36	3103.35	NA	NA	NA	TRUE
ENSG00000072422	1786.802	0.216	0.068	3.167	0.0015424068798209	0.0267475924768941	1818.59	2009.64	1934.72	1527.53	1723.7	1706.64	RHOBTB1	Rho	related	TRUE
ENSG00000123416	57452.037	-0.172	0.054	-3.166	0.00154552668270815	0.0267632965815092	51972.67	58848.31	51249.9	59620.36	60312.46	62708.52	TUBA1B	tubulin	alpha	TRUE
ENSG00000106244	4841.161	-0.166	0.053	-3.161	0.00157024826338286	0.0269979953904817	4510.13	4799.29	4381.63	4963.09	5243.99	5148.83	PDAP1	PDGFA	associated	TRUE
ENSG00000111540	769.266	0.313	0.099	3.161	0.00156981589324807	0.0269979953904817	716.86	951.46	891.04	681.44	660.94	713.85	RAB5B	RAB5B,	member	TRUE
ENSG00000112210	758.931	0.253	0.08	3.162	0.00156803051514871	0.0269979953904817	797.8	823.16	855.18	695.62	670.05	711.79	RAB23	RAB23,	member	TRUE
ENSG00000131469	14982.191	-0.154	0.049	-3.162	0.0015659691131483	0.0269979953904817	14903.84	13871.04	13780.3	15527.11	16374.69	15436.17	RPL27	ribosomal	protein	TRUE
ENSG00000174373	292.175	0.372	0.118	3.162	0.00156773376873108	0.0269979953904817	316.31	338.35	334.71	262.76	256.08	244.84	RALGAPA1	Ral	GTPase	TRUE
ENSG00000095951	1151.022	0.247	0.078	3.161	0.00157303563034751	0.0270075023636511	1133.11	1255.74	1360.01	1075.05	1021.27	1060.97	HIVEP1	human	immunodeficiency	TRUE
ENSG00000070081	1448.451	-0.201	0.063	-3.16	0.00157602479982867	0.0270204422064243	1329.67	1319.32	1394.03	1572.23	1549.61	1525.85	NUCB2	nucleobindin	2	TRUE
ENSG00000166912	1624.194	0.214	0.068	3.158	0.0015897027152227	0.0272163409616102	1633.59	1733.74	1866.68	1530.8	1452.45	1527.91	MTMR10	myotubularin	related	TRUE
ENSG00000130724	2035.044	-0.211	0.067	-3.157	0.00159251679166504	0.0272259553901773	1939.17	1872.26	1847.37	2166.45	2367.44	2017.59	CHMP2A	charged	multivesicular	TRUE
ENSG00000154080	621.872	0.285	0.09	3.156	0.00160019463606966	0.027309457497191	639.23	733.46	678.62	549.52	539.48	590.92	CHST9	carbohydrate	sulfotransferase	TRUE
ENSG00000164327	962.431	0.249	0.079	3.156	0.00160191986146342	0.027309457497191	981.97	1059.32	1095.18	925.67	818.84	893.61	RICTOR	RPTOR	independent	TRUE
ENSG00000106261	3140.284	0.184	0.059	3.154	0.00161226927636456	0.0274085776981976	3208.55	3241.53	3571.51	2985.27	2847.2	2987.64	ZKSCAN1	zinc	finger	TRUE
ENSG00000132792	1504.645	-0.207	0.066	-3.154	0.00161139581069567	0.0274085776981976	1423.82	1448.76	1318.63	1662.72	1583.01	1590.93	CTNNBL1	catenin	beta	TRUE
ENSG00000180817	4689.942	-0.155	0.049	-3.153	0.00161480251807984	0.0274130871292571	4577.86	4274.74	4457.95	4988.17	4904.92	4936.02	PPA1	pyrophosphatase	(inorganic)	TRUE
ENSG00000130255	5197.373	-0.221	0.07	-3.152	0.00161968550324881	0.0274574175003765	5177.45	4751.6	4471.75	5288.01	6227.81	5267.64	RPL36	ribosomal	protein	TRUE
ENSG00000106479	389.312	0.356	0.113	3.151	0.00162942403685471	0.0275838211953261	483.14	415.55	411.96	310.74	369.44	345.05	ZNF862	zinc	finger	TRUE
ENSG00000108826	1241.107	-0.208	0.066	-3.15	0.00163401238587351	0.0276228079832911	1182.66	1129.71	1142.07	1339.99	1335.04	1317.17	MRPL27	mitochondrial	ribosomal	TRUE
ENSG00000148158	1269.528	0.235	0.075	3.147	0.00165224272579834	0.0278919802049225	1259.47	1380.63	1479.55	1147.01	1136.65	1213.86	SNX30	sorting	nexin	TRUE
ENSG00000161048	967.44	0.253	0.081	3.145	0.0016629326320784	0.0280332869231962	962.15	1075.21	1120.92	850.44	929.16	866.75	NAPEPLD	N-acyl	phosphatidylethanolamine	TRUE
ENSG00000142534	16273.778	-0.15	0.048	-3.143	0.0016696295840977	0.0280678898233504	15746.24	15488.97	15050.19	16944.52	17994.14	16418.62	RPS11	ribosomal	protein	TRUE
ENSG00000169715	5213.954	0.145	0.046	3.144	0.00166760574992255	0.0280678898233504	5470.63	5478.25	5479.57	4896.58	5055.73	4902.96	MT1E	metallothionein	1E	TRUE
ENSG00000168461	4180.103	0.169	0.054	3.143	0.00167442283308172	0.0281093733103594	4267.33	4538.15	4472.67	3772.47	3902.88	4127.12	RAB31	RAB31,	member	TRUE
ENSG00000079332	4309.836	-0.164	0.052	-3.14	0.00168805241444481	0.028275867032088	4074.07	3955.69	4162.78	4585.85	4353.29	4727.34	SAR1A	secretion	associated	TRUE
ENSG00000101220	905.694	-0.269	0.086	-3.14	0.00168901927667474	0.028275867032088	845.7	875.38	743.91	1049.97	1012.16	907.04	C20orf27	chromosome	20	TRUE
ENSG00000143970	2456.568	0.255	0.081	3.14	0.00169183905938179	0.0282838986317395	2338.07	2771.48	2910.36	2212.24	2051.64	2455.61	ASXL2	ASXL	transcriptional	TRUE
ENSG00000111640	135005.814	-0.15	0.048	-3.136	0.00171058214475645	0.0285577436238552	127990.03	133788.48	122171.62	139222.85	148214.31	138647.59	GAPDH	glyceraldehyde-3-phosphate	dehydrogenase	TRUE
ENSG00000165416	1601.462	-0.223	0.071	-3.134	0.00172259817730675	0.028718681612561	1578.26	1351.11	1499.78	1760.85	1633.62	1785.15	SUGT1	SGT1	homolog,	TRUE
ENSG00000071189	1383.368	0.27	0.086	3.131	0.00174299837220305	0.029018762155397	1313.98	1553.21	1671.73	1199.34	1203.46	1358.49	SNX13	sorting	nexin	TRUE
ENSG00000162613	3833.782	0.186	0.06	3.13	0.0017493143563099	0.0290439047042826	3753.63	4156.66	4334.73	3534.79	3566.84	3656.04	FUBP1	far	upstream	TRUE
ENSG00000213619	1163.009	-0.216	0.069	-3.13	0.00174696710502331	0.0290439047042826	1120.72	1045.69	1060.23	1220.06	1284.43	1246.92	NDUFS3	NADH:ubiquinone	oxidoreductase	TRUE
ENSG00000196507	353.77	-0.337	0.108	-3.129	0.00175626629094333	0.0291193287498382	306.4	315.64	316.32	379.43	396.77	408.06	TCEAL3	transcription	elongation	TRUE
ENSG00000176046	3016.776	0.234	0.075	3.128	0.00176101307086207	0.0291580342294655	3406.76	3107.56	3268.98	2408.5	3064.81	2844.05	NUPR1	nuclear	protein	TRUE
ENSG00000034152	1003.199	-0.223	0.071	-3.127	0.00176475154851232	0.0291799616509827	937.37	920.8	918.63	1095.76	1104.26	1042.37	MAP2K3	mitogen-activated	protein	TRUE
ENSG00000154380	8702.673	0.186	0.06	3.123	0.00178886093344218	0.0295381995936006	8509.05	9424.86	9858.44	7838.24	7974.79	8610.66	ENAH	ENAH	actin	TRUE
ENSG00000164323	2013.628	0.239	0.076	3.123	0.00179140643698329	0.0295398766764216	1945.77	2174.27	2420.24	1834.99	1758.12	1948.37	CFAP97	cilia	and	TRUE
ENSG00000166913	12444.984	-0.139	0.045	-3.122	0.00179607206391996	0.0295764619027256	11896.81	11721.75	11915.46	13165.5	12549.74	13420.64	YWHAB	tyrosine	3-monooxygenase/tryptophan	TRUE
ENSG00000168386	452.434	0.312	0.1	3.121	0.00180109864157313	0.0296188833750945	481.49	488.22	533.34	425.22	391.71	394.63	FILIP1L	filamin	A	TRUE
